epoch,critic_grad_norm,d_loss,g_loss,val_critic_grad_norm,val_d_loss,val_g_loss
0,0.3960544967816936,0.19430771470069885,0.06029016152024269,NA,NA,NA
1,0.49791251950793797,-0.17364680767059326,0.13388797640800476,NA,NA,NA
2,0.7265058230194781,-0.1659628301858902,0.5127621293067932,NA,NA,NA
3,0.8514686524868011,-0.2370833456516266,0.7320637106895447,NA,NA,NA
4,1.2945245533353753,-0.19106653332710266,0.8234596848487854,NA,NA,NA
5,0.9154993833767043,-0.20366013050079346,0.8126161098480225,NA,NA,NA
6,1.323061991069052,-0.26313772797584534,1.0962270498275757,NA,NA,NA
7,0.7336037448710866,-0.08666600286960602,1.0242401361465454,NA,NA,NA
8,1.4818284180429246,0.2849561870098114,1.0783092975616455,NA,NA,NA
9,13.048556173841158,-1.7640444040298462,1.5615599155426025,NA,NA,NA
10,10.622750497112671,-4.884267807006836,2.1506872177124023,NA,NA,NA
11,4.817044020423459,-1.6412848234176636,-3.8029894828796387,NA,NA,NA
12,1.1731821716659598,-0.7694689631462097,-1.9149808883666992,NA,NA,NA
13,2.8281162990671067,-0.6056763529777527,-0.4625202715396881,NA,NA,NA
14,0.9560181053562297,-0.5112453699111938,0.3713802397251129,NA,NA,NA
15,1.5849071759730577,-0.3750423491001129,-0.29335543513298035,NA,NA,NA
16,1.4216853899674282,-0.5242598652839661,-0.2403438836336136,NA,NA,NA
17,1.8203119407925341,-0.5617814064025879,-1.105290412902832,NA,NA,NA
18,3.2795678364733853,-0.5061385631561279,3.4905691146850586,NA,NA,NA
19,2.9609950280023947,-0.7319563031196594,-2.0247769355773926,NA,NA,NA
20,1.570648233095805,-0.8902268409729004,0.8592389225959778,NA,NA,NA
21,1.8515583810706933,-1.1762279272079468,0.5173659324645996,NA,NA,NA
22,2.2080296621554427,-0.9964813590049744,1.5401805639266968,NA,NA,NA
23,1.6531424506877859,-0.9387435913085938,2.3980891704559326,NA,NA,NA
24,1.4838693199886217,-0.7137054204940796,1.7362455129623413,NA,NA,NA
25,1.9650205824938085,-0.5236489772796631,1.4747891426086426,NA,NA,NA
26,2.395355488277144,-0.45325279235839844,1.7546628713607788,NA,NA,NA
27,2.5739957727491856,-0.41354647278785706,1.563000202178955,NA,NA,NA
28,0.7927147603283325,-0.26842188835144043,1.818040132522583,NA,NA,NA
29,1.0882173675215907,-0.15511026978492737,1.210229516029358,NA,NA,NA
30,2.685049057731198,-0.09018071740865707,0.43257832527160645,NA,NA,NA
31,40.030893211149504,-4.4094929695129395,-13.131353378295898,NA,NA,NA
32,52.63789210758276,-29.650897979736328,-17.976375579833984,NA,NA,NA
33,4.754669659667545,-10.459218978881836,-17.6082706451416,NA,NA,NA
34,3.91716196305222,-0.04415101185441017,3.157111406326294,NA,NA,NA
35,4.288713503215048,-0.05283160135149956,1.8238929510116577,NA,NA,NA
36,5.874493726891362,-0.027151139453053474,2.5357844829559326,NA,NA,NA
37,2.798100832849741,-0.008023043163120747,1.641860842704773,NA,NA,NA
38,4.489754452266627,-0.056771356612443924,2.2891740798950195,NA,NA,NA
39,1.993640907936626,-0.07674926519393921,1.576208472251892,NA,NA,NA
40,1.532814756863647,-0.09283680468797684,1.7964857816696167,NA,NA,NA
41,11.348865999089968,-0.9699912071228027,22.746868133544922,NA,NA,NA
42,7.791150084282789,-0.11926910281181335,4.806888580322266,NA,NA,NA
43,14.668877796373433,-0.057120148092508316,4.04127311706543,NA,NA,NA
44,6.881593298529172,-0.11545080691576004,0.6580260992050171,NA,NA,NA
45,3.663490956856145,-0.1412811428308487,0.9283639788627625,NA,NA,NA
46,4.762658449252033,-0.046213943511247635,0.18497619032859802,NA,NA,NA
47,4.7688435597552195,-0.04908139631152153,-0.5484915971755981,NA,NA,NA
48,2.4525934954484305,-0.05227106064558029,0.023262182250618935,NA,NA,NA
49,2.9214267570577146,-0.05986778065562248,1.569837212562561,NA,NA,NA
50,1.3942145970132616,-0.0416790172457695,-1.684328317642212,NA,NA,NA
51,0.7605780199584034,-0.017401976510882378,-2.6284289360046387,NA,NA,NA
52,1.9434262675543625,-0.06288348883390427,-0.7614346146583557,NA,NA,NA
53,0.981747446840422,-0.07678353041410446,0.13861864805221558,NA,NA,NA
54,5.157283384766844,-0.6417707204818726,-34.206817626953125,NA,NA,NA
55,4.693815361915363,-0.44819775223731995,-3.906114339828491,NA,NA,NA
56,12.561827521253791,-2.225334882736206,-7.718298435211182,NA,NA,NA
57,74.11828579256932,-20.202320098876953,-20.737075805664062,NA,NA,NA
58,106.09622630601127,-81.095947265625,-10.10671329498291,NA,NA,NA
