,val_accuracy,accuracy,loss,val_loss
0,0.3461538553237915,0.6337945461273193,2.2526402473449707,1.2702510356903076
1,0.33028846979141235,0.7672373652458191,0.6566864848136902,1.3544585704803467
2,0.42067307233810425,0.8330206274986267,0.5485944747924805,1.5109944343566895
3,0.4427884519100189,0.8625703454017639,0.4888606369495392,1.3873995542526245
4,0.5216346383094788,0.8738273978233337,0.4603492319583893,1.0900288820266724
5,0.5355769395828247,0.8917682766914368,0.42002809047698975,1.1609809398651123
6,0.5110576748847961,0.9037289023399353,0.3963245153427124,1.2175617218017578
7,0.48653846979141235,0.902556300163269,0.3910072147846222,1.4178400039672852
8,0.5682692527770996,0.9196763634681702,0.35081782937049866,1.2362103462219238
9,0.5586538314819336,0.9244840741157532,0.34767988324165344,1.6489291191101074
10,0.5533654093742371,0.9270637631416321,0.3188382089138031,1.4630895853042603
11,0.5687500238418579,0.9382035732269287,0.29550090432167053,1.4331563711166382
12,0.5711538195610046,0.9391416311264038,0.2926730811595917,1.6049470901489258
13,0.574999988079071,0.9561444520950317,0.2557215392589569,1.5694835186004639
14,0.5663461685180664,0.9598968029022217,0.24683651328086853,1.7797293663024902
15,0.6028845906257629,0.9652907848358154,0.2351285219192505,1.535691261291504
16,0.5581730604171753,0.9625937938690186,0.2340877801179886,1.5835139751434326
17,0.6221153736114502,0.9557926654815674,0.24695740640163422,1.370098352432251
18,0.6004807949066162,0.9708020687103271,0.21786370873451233,1.544901967048645
19,0.5870192050933838,0.9635319113731384,0.22599536180496216,1.5277533531188965
20,0.6187499761581421,0.977251410484314,0.1979687362909317,1.3919155597686768
21,0.5942307710647583,0.9678705334663391,0.21019451320171356,1.5044225454330444
22,0.6504807472229004,0.9761960506439209,0.19680659472942352,1.3712069988250732
23,0.5995192527770996,0.9771341681480408,0.19298455119132996,1.3752902746200562
24,0.6807692050933838,0.9577861428260803,0.25407874584198,1.0478668212890625
25,0.6971153616905212,0.9717401266098022,0.2141864150762558,1.23808753490448
26,0.651442289352417,0.9795966148376465,0.17846257984638214,1.2675788402557373
27,0.588942289352417,0.9727954864501953,0.19539187848567963,1.4143000841140747
28,0.6576923131942749,0.9821763634681702,0.17363107204437256,1.346985936164856
29,0.6461538672447205,0.9697467088699341,0.20379622280597687,1.2801142930984497
30,0.576442301273346,0.9842870831489563,0.1695251315832138,1.6139034032821655
31,0.6144230961799622,0.9821763634681702,0.16939730942249298,1.4984055757522583
32,0.6192307472229004,0.9790103435516357,0.17555367946624756,1.4569191932678223
33,0.6658653616905212,0.977251410484314,0.18036015331745148,1.2971233129501343
34,0.6413461565971375,0.982059121131897,0.16965530812740326,1.3610010147094727
35,0.6346153616905212,0.9863977432250977,0.1577431857585907,1.4561314582824707
36,0.6692307591438293,0.9871013164520264,0.15450142323970795,1.3547801971435547
37,0.6413461565971375,0.9903846383094788,0.1472247689962387,1.3879448175430298
38,0.65625,0.9903846383094788,0.14612652361392975,1.375631332397461
39,0.6586538553237915,0.9874531030654907,0.1476752758026123,1.407996654510498
40,0.6725961565971375,0.9876875877380371,0.14613796770572662,1.30863618850708
41,0.6485576629638672,0.9878048896789551,0.14653509855270386,1.4474055767059326
42,0.6557692289352417,0.9853423833847046,0.15251274406909943,1.394559383392334
43,0.6370192170143127,0.9778376817703247,0.16434411704540253,1.3315391540527344
44,0.5990384817123413,0.9901500940322876,0.13908812403678894,1.5985503196716309
45,0.6360576748847961,0.9842870831489563,0.14655017852783203,1.3445425033569336
46,0.6293269395828247,0.9908536672592163,0.13526716828346252,1.4033921957015991
47,0.6384615302085876,0.9929643273353577,0.13268940150737762,1.4325048923492432
48,0.6475961804389954,0.9917917251586914,0.1303783506155014,1.4234366416931152
49,0.6480769515037537,0.991557240486145,0.12971998751163483,1.410534381866455
50,0.6418269276618958,0.9902673363685608,0.13142186403274536,1.5665661096572876
51,0.638942301273346,0.9852251410484314,0.1460736244916916,1.4046075344085693
52,0.6653845906257629,0.9916744828224182,0.1278798133134842,1.3551594018936157
53,0.5879807472229004,0.9889774918556213,0.13299857079982758,1.790663719177246
54,0.6235576868057251,0.9937852025032043,0.12498707324266434,1.5063046216964722
55,0.6240384578704834,0.9928470849990845,0.11972766369581223,1.5464791059494019
56,0.6620192527770996,0.9919090270996094,0.12316042929887772,1.3824034929275513
57,0.6379807591438293,0.9903846383094788,0.12519466876983643,1.4647934436798096
58,0.6091346144676208,0.9853423833847046,0.13460153341293335,1.4882123470306396
59,0.6466346383094788,0.9937852025032043,0.11605801433324814,1.4470875263214111
60,0.6254807710647583,0.9929643273353577,0.11692076921463013,1.5262359380722046
61,0.6495192050933838,0.9928470849990845,0.11836591362953186,1.4120049476623535
62,0.6221153736114502,0.9919090270996094,0.11880055069923401,1.6165989637374878
63,0.6427884697914124,0.9927298426628113,0.11755822598934174,1.4606643915176392
64,0.637499988079071,0.995309591293335,0.11010737717151642,1.5016363859176636
65,0.5903846025466919,0.9957786202430725,0.10712932795286179,1.5725479125976562
66,0.6269230842590332,0.9897983074188232,0.12123780697584152,1.4856926202774048
67,0.6283653974533081,0.9883911609649658,0.1265038400888443,1.3606562614440918
68,0.6033653616905212,0.9958958625793457,0.1060214415192604,1.5470608472824097
