epoch,critic_grad_norm,d_loss,g_loss,val_critic_grad_norm,val_d_loss,val_g_loss
0,11.844100278698736,-0.019097382202744484,-31.78985023498535,NA,NA,NA
1,4.140094181315766,-0.01594804972410202,27.44635772705078,NA,NA,NA
2,2.829533164492912,-0.03335672244429588,-175.48403930664062,NA,NA,NA
3,5.906756564974785,-0.029555702582001686,-232.28465270996094,NA,NA,NA
4,31.417242110603386,-0.10220403969287872,-397.313720703125,NA,NA,NA
5,5.045090846562137,-0.09557116776704788,-381.0283203125,NA,NA,NA
6,1.981836432021939,-0.03995892405509949,-144.56358337402344,NA,NA,NA
7,1.113472434381644,-0.03627866134047508,-43.61473846435547,NA,NA,NA
8,2.2228327869541116,-0.027867520228028297,-79.57315826416016,NA,NA,NA
9,7.57011984102428,-0.07184334099292755,-49.96883010864258,NA,NA,NA
10,3.156387932598591,-0.031653475016355515,162.29090881347656,NA,NA,NA
11,5.31916292425659,-0.040029991418123245,-38.69316482543945,NA,NA,NA
12,6.285678759631184,-0.03500312939286232,-29.84859275817871,NA,NA,NA
13,5.685789840916793,-0.028453072533011436,-52.75849533081055,NA,NA,NA
14,5.042043945027722,-0.0019495643209666014,-36.00754165649414,NA,NA,NA
15,5.197638921853569,0.0031434071715921164,-29.12094497680664,NA,NA,NA
16,2.3846026406519942,-0.050904251635074615,-217.89768981933594,NA,NA,NA
17,3.849961625205146,-0.030115069821476936,36.28207778930664,NA,NA,NA
18,5.160745748215252,0.007157434709370136,-30.12368392944336,NA,NA,NA
19,1.3134167852501075,-0.05761225149035454,-28.284622192382812,NA,NA,NA
20,2.4898984337018595,0.02368292398750782,-13.61213207244873,NA,NA,NA
21,5.498681826206545,-0.005077499896287918,-5.646012783050537,NA,NA,NA
22,6.2089702975418835,-0.016692908480763435,-37.23075485229492,NA,NA,NA
23,0.785891656867332,0.026756133884191513,-5.883790493011475,NA,NA,NA
24,12.118003356167012,0.00856176856905222,-33.905975341796875,NA,NA,NA
25,1.35326908611589,0.03308665007352829,-18.60296630859375,NA,NA,NA
26,0.9885080782179203,-0.01002812571823597,-8.575218200683594,NA,NA,NA
27,1.0183283421728346,-0.011818433180451393,-12.237970352172852,NA,NA,NA
28,2.922951274577321,-0.01463043037801981,-0.06878844648599625,NA,NA,NA
29,1.2876972696847386,-0.016519783064723015,6.257833957672119,NA,NA,NA
30,5.298035023527013,-0.009158077649772167,-41.05830764770508,NA,NA,NA
31,2.194072447510229,-0.005917274858802557,0.6911002993583679,NA,NA,NA
32,6.82733232786672,-0.0248847845941782,-86.90739440917969,NA,NA,NA
33,8.326550437758366,-0.030769048258662224,-37.208621978759766,NA,NA,NA
34,4.919846615961029,0.008352436125278473,-42.01528549194336,NA,NA,NA
35,0.8353359926905897,-0.0010345419868826866,-82.7731704711914,NA,NA,NA
36,5.107859100525578,-0.1201169490814209,201.45556640625,NA,NA,NA
37,3.9696326848740378,0.0133076636120677,4.452330112457275,NA,NA,NA
38,0.8885565416680442,-0.0022643227130174637,32.570308685302734,NA,NA,NA
39,3.175676494319406,0.0011209798976778984,67.81597900390625,NA,NA,NA
40,10.298944384273556,-0.0290091373026371,-3.3837337493896484,NA,NA,NA
41,3.238221464885606,0.0009071716922335327,59.1375846862793,NA,NA,NA
42,3.4070209306147365,-0.011736154556274414,19.237661361694336,NA,NA,NA
43,4.660718710058266,0.0034825995098799467,-12.975171089172363,NA,NA,NA
44,10.28626604171263,0.007915199734270573,17.764232635498047,NA,NA,NA
45,25.75319452956319,0.002159509342163801,-44.93324279785156,NA,NA,NA
46,4.239458209731513,0.021123258396983147,42.162071228027344,NA,NA,NA
47,17.176087352343732,0.012919177301228046,22.76755714416504,NA,NA,NA
48,13.51230771601614,0.013913379982113838,-34.54216384887695,NA,NA,NA
49,1.9591584064894252,0.02011963166296482,-5.244755744934082,NA,NA,NA
50,3.899805683073484,0.008961868472397327,35.082244873046875,NA,NA,NA
51,11.346578563253084,-0.0006624128436669707,-23.75147819519043,NA,NA,NA
52,1.9756215943230524,-0.012630200013518333,27.988117218017578,NA,NA,NA
53,5.928569162057506,-0.21554803848266602,-683.7958374023438,NA,NA,NA
54,3.550300769507885,-0.24233655631542206,-634.5776977539062,NA,NA,NA
55,6.325691633857787,-0.08736247569322586,94.61981964111328,NA,NA,NA
56,5.079752953930034,-0.7685652375221252,244.51449584960938,NA,NA,NA
57,2.972721813039647,-0.12077842652797699,91.0123519897461,NA,NA,NA
58,14.478089664855766,-0.10753260552883148,477.02655029296875,NA,NA,NA
59,5.982747809495777,-0.13764195144176483,767.0679931640625,NA,NA,NA
60,4.110017536414994,-0.026956474408507347,168.62533569335938,NA,NA,NA
61,2.5372840923567614,-0.009158936329185963,-22.506244659423828,NA,NA,NA
62,28.859410581489403,-0.02273082546889782,180.32846069335938,NA,NA,NA
63,9.521165789001518,-0.030012089759111404,-3.168672561645508,NA,NA,NA
64,7.102841423927909,-0.0014455056516453624,55.09004592895508,NA,NA,NA
65,5.689300690053238,-0.016670722514390945,-7.268375396728516,NA,NA,NA
66,1.2113606261296406,0.0008576508844271302,24.400297164916992,NA,NA,NA
67,3.3338645299275718,-0.037091925740242004,-10.06053638458252,NA,NA,NA
68,9.808769731058014,-0.046260930597782135,110.07774353027344,NA,NA,NA
69,1.854768193844292,-0.03318914398550987,169.4193572998047,NA,NA,NA
70,0.8291172266730832,-0.029185784980654716,8.5505952835083,NA,NA,NA
71,1.822059094078011,-0.047106992453336716,226.16648864746094,NA,NA,NA
72,13.06984963102473,-0.06869141757488251,474.7061767578125,NA,NA,NA
73,5.120710011157724,-0.08838516473770142,513.6863403320312,NA,NA,NA
74,118.38346940941281,-1.6091206073760986,539.7138061523438,NA,NA,NA
75,14.387383136639578,-1.7784054279327393,277.11114501953125,NA,NA,NA
76,9.134825314912531,0.06523121893405914,20.611042022705078,NA,NA,NA
77,3.7124016760951943,-0.023198354989290237,-2.739431858062744,NA,NA,NA
