epoch,critic_grad_norm,d_loss,g_loss,val_critic_grad_norm,val_d_loss,val_g_loss
0,0.4167975251459413,0.8343822956085205,-0.00325733982026577,NA,NA,NA
1,0.5957152980069319,0.7813609838485718,-0.021682316437363625,NA,NA,NA
2,0.37323257741000915,0.6989783048629761,-0.012662120163440704,NA,NA,NA
3,0.40243491364849937,0.6409794092178345,0.005176755134016275,NA,NA,NA
4,0.6376534079511961,0.5586128234863281,0.025865908712148666,NA,NA,NA
5,0.9657648983928893,0.4940508008003235,0.005279170349240303,NA,NA,NA
6,1.0511515885591507,0.4494692087173462,-0.10606043040752411,NA,NA,NA
7,1.2837547312180202,0.4401373863220215,-0.22227057814598083,NA,NA,NA
8,1.5674811634752486,0.410943865776062,-0.217664897441864,NA,NA,NA
9,0.8262740352915393,0.37905389070510864,-0.19204866886138916,NA,NA,NA
