epoch,_fake_pred,_gp,_real_pred,critic_grad_norm,d_loss,g_loss,val__fake_pred,val__gp,val__real_pred,val_critic_grad_norm,val_d_loss,val_g_loss
0,-0.0009188652038574219,0.9813482165336609,0.023590087890625,0.14883487473201493,0.49093860387802124,-0.004450184293091297,NA,NA,NA,NA,NA,NA
1,-0.1507568359375,0.9871817827224731,0.0163116455078125,1.063002773925014,0.5166994333267212,-0.052924513816833496,NA,NA,NA,NA,NA,NA
2,0.0007419586181640625,0.9376091361045837,0.091796875,0.32881264291379764,0.3968357741832733,0.022936489433050156,NA,NA,NA,NA,NA,NA
3,-0.038330078125,0.7953581213951111,0.2303466796875,0.4743319869689319,0.26945286989212036,-0.01749810017645359,NA,NA,NA,NA,NA,NA
4,0.05767822265625,0.611533522605896,0.521484375,0.798403404329134,-0.05456271022558212,-0.0005270455731078982,NA,NA,NA,NA,NA,NA
5,0.296875,0.3110015392303467,1.1103515625,1.5980216005574102,-0.8657991290092468,0.08882022649049759,NA,NA,NA,NA,NA,NA
6,0.348388671875,0.06728952378034592,1.7578125,2.5362833362558614,-1.7533937692642212,0.13694359362125397,NA,NA,NA,NA,NA,NA
7,-0.023406982421875,0.14204227924346924,2.318359375,3.8324712835576222,-2.71060848236084,-0.078734390437603,NA,NA,NA,NA,NA,NA
8,1.5830078125,0.32494616508483887,2.564453125,5.517525972879452,-2.8108315467834473,0.40578895807266235,NA,NA,NA,NA,NA,NA
9,7.16796875,0.5771082639694214,12.7578125,11.500270986686582,-5.486451625823975,-0.23392285406589508,NA,NA,NA,NA,NA,NA
10,2.650390625,2.6633057594299316,6.81640625,10.588689114979427,-6.435431003570557,-1.4215023517608643,NA,NA,NA,NA,NA,NA
11,8.3046875,3.2888965606689453,20.59375,14.435412529532028,-9.171491622924805,-2.001185894012451,NA,NA,NA,NA,NA,NA
12,3.728515625,8.954291343688965,17.5,23.064729150708605,-12.483078956604004,-3.21628475189209,NA,NA,NA,NA,NA,NA
13,7.34765625,12.190628051757812,16.921875,17.597178153025553,-16.53057861328125,-3.0229387283325195,NA,NA,NA,NA,NA,NA
14,2.37890625,16.82729721069336,31.53125,35.19697297534541,-19.264802932739258,-4.270463943481445,NA,NA,NA,NA,NA,NA
15,9.8203125,20.95063018798828,77.75,51.30476942451914,-21.528047561645508,-9.105339050292969,NA,NA,NA,NA,NA,NA
16,20.765625,23.304153442382812,49.46875,20.77201286369287,-27.808847427368164,-12.879782676696777,NA,NA,NA,NA,NA,NA
17,26.390625,32.27248764038086,59.375,19.482634939091362,-33.8246955871582,-16.177574157714844,NA,NA,NA,NA,NA,NA
18,30.5625,38.49118423461914,56.4375,27.930311011231463,-45.35203552246094,-19.250442504882812,NA,NA,NA,NA,NA,NA
19,nan,nan,nan,nan,nan,nan,NA,NA,NA,NA,NA,NA
20,nan,nan,nan,nan,nan,nan,NA,NA,NA,NA,NA,NA
